,year,country of asylum,country of origin,population type,begin year total,end year total,total movement
3,2015,AFG,IRN,REF,36.0,30.0,-6.0
5,2015,AFG,PAK,REF-like,20156.0,20485.0,329.0
6,2015,AFG,PAK,REF,280229.0,237038.0,-43191.0
11,2015,ALB,CHI,REF,12.0,11.0,-1.0
19,2015,ALB,SRB,REF,64.0,59.0,-5.0
21,2015,ALB,TUN,REF,0.0,0.0,0.0
25,2015,ALG,ANG,REF,0.0,0.0,0.0
29,2015,ALG,CMR,REF,9.0,10.0,1.0
31,2015,ALG,COD,REF,40.0,42.0,2.0
33,2015,ALG,GAZ,REF,4016.0,4016.0,0.0
35,2015,ALG,ICO,REF,23.0,23.0,0.0
36,2015,ALG,IRQ,REF,16.0,21.0,5.0
45,2015,ALG,WSH,REF,90000.0,90000.0,0.0
48,2015,ANG,BDI,REF,8.0,9.0,1.0
49,2015,ANG,CAR,REF,9.0,9.0,0.0
50,2015,ANG,CHD,REF,177.0,184.0,7.0
53,2015,ANG,COD,REF,12944.0,12944.0,0.0
54,2015,ANG,CUB,REF,0.0,0.0,0.0
55,2015,ANG,ERT,REF,19.0,34.0,15.0
58,2015,ANG,GUI,REF,108.0,107.0,-1.0
60,2015,ANG,ICO,REF,513.0,510.0,-3.0
61,2015,ANG,IRQ,REF,0.0,0.0,0.0
62,2015,ANG,LBR,REF,153.0,155.0,2.0
64,2015,ANG,MAU,REF,299.0,306.0,7.0
67,2015,ANG,RWA,REF,257.0,273.0,16.0
68,2015,ANG,SLE,REF,372.0,374.0,2.0
69,2015,ANG,SOM,REF,272.0,288.0,16.0
70,2015,ANG,SUD,REF,300.0,313.0,13.0
73,2015,ANG,UGA,REF,6.0,6.0,0.0
74,2015,ANG,WSH,REF,14.0,18.0,4.0
75,2015,ANG,ZAM,REF,7.0,7.0,0.0
76,2015,ANT,SYR,REF,0.0,15.0,15.0
79,2015,ARE,ANG,REF,0.0,0.0,0.0
81,2015,ARE,BDI,REF,37.0,24.0,-13.0
84,2015,ARE,CHD,REF,40.0,45.0,5.0
88,2015,ARE,COD,REF,45.0,41.0,-4.0
89,2015,ARE,DJB,REF,6.0,5.0,-1.0
90,2015,ARE,ERT,REF,1625.0,1405.0,-220.0
91,2015,ARE,ETH,REF,1138.0,1085.0,-53.0
92,2015,ARE,GAZ,REF,70023.0,70021.0,-2.0
93,2015,ARE,GUI,REF,9.0,9.0,0.0
94,2015,ARE,ICO,REF,298.0,249.0,-49.0
97,2015,ARE,IRQ,REF,5149.0,4347.0,-802.0
98,2015,ARE,JOR,REF,0.0,0.0,0.0
99,2015,ARE,KEN,REF,6.0,7.0,1.0
103,2015,ARE,MLI,REF,8.0,9.0,1.0
104,2015,ARE,MOR,REF,0.0,0.0,0.0
106,2015,ARE,NIG,REF,5.0,5.0,0.0
107,2015,ARE,PAK,REF,0.0,0.0,0.0
109,2015,ARE,RUS,REF,21.0,19.0,-2.0
113,2015,ARE,SOM,REF,5733.0,4491.0,-1242.0
115,2015,ARE,SSD,REF,542.0,1686.0,1144.0
117,2015,ARE,SUD,REF,12730.0,11296.0,-1434.0
118,2015,ARE,SYR,REF,138381.0,117635.0,-20746.0
120,2015,ARE,TJK,REF,11.0,11.0,0.0
123,2015,ARE,UGA,REF,15.0,9.0,-6.0
125,2015,ARE,YEM,REF,198.0,54.0,-144.0
126,2015,ARE,ZIM,REF,8.0,9.0,1.0
127,2015,ARG,AFG,REF,5.0,5.0,0.0
128,2015,ARG,ALB,REF,25.0,20.0,-5.0
129,2015,ARG,ALG,REF,41.0,34.0,-7.0
130,2015,ARG,ANG,REF,13.0,14.0,1.0
132,2015,ARG,ARM,REF,122.0,79.0,-43.0
135,2015,ARG,BGD,REF,0.0,5.0,5.0
139,2015,ARG,BSN,REF,6.0,6.0,0.0
144,2015,ARG,CHL,REF,36.0,36.0,0.0
145,2015,ARG,CMR,REF,11.0,6.0,-5.0
146,2015,ARG,COB,REF,9.0,5.0,-4.0
147,2015,ARG,COD,REF,25.0,23.0,-2.0
148,2015,ARG,COL,REF,551.0,541.0,-10.0
149,2015,ARG,COS,REF,5.0,5.0,0.0
150,2015,ARG,CUB,REF,342.0,265.0,-77.0
152,2015,ARG,ECU,REF,16.0,17.0,1.0
158,2015,ARG,GHA,REF,64.0,42.0,-22.0
159,2015,ARG,GNB,REF,18.0,15.0,-3.0
161,2015,ARG,GUI,REF,11.0,8.0,-3.0
162,2015,ARG,HAI,REF,66.0,65.0,-1.0
166,2015,ARG,ICO,REF,36.0,21.0,-15.0
167,2015,ARG,IND,REF,30.0,23.0,-7.0
168,2015,ARG,IRN,REF,19.0,22.0,3.0
169,2015,ARG,IRQ,REF,26.0,18.0,-8.0
171,2015,ARG,KAZ,REF,22.0,18.0,-4.0
174,2015,ARG,LBR,REF,67.0,51.0,-16.0
175,2015,ARG,LKA,REF,34.0,37.0,3.0
177,2015,ARG,MCD,REF,17.0,9.0,-8.0
179,2015,ARG,MLI,REF,19.0,11.0,-8.0
182,2015,ARG,NIG,REF,55.0,44.0,-11.0
183,2015,ARG,PAK,REF,50.0,33.0,-17.0
184,2015,ARG,PAR,REF,8.0,8.0,0.0
185,2015,ARG,PER,REF,582.0,548.0,-34.0
186,2015,ARG,ROM,REF,54.0,51.0,-3.0
188,2015,ARG,RUS,REF,62.0,62.0,0.0
190,2015,ARG,SAL,REF,13.0,13.0,0.0
191,2015,ARG,SEN,REF,65.0,47.0,-18.0
192,2015,ARG,SLE,REF,41.0,39.0,-2.0
193,2015,ARG,SOM,REF,5.0,5.0,0.0
194,2015,ARG,SRB,REF,0.0,0.0,0.0
195,2015,ARG,STA,REF,10.0,6.0,-4.0
197,2015,ARG,SYR,REF,233.0,276.0,43.0
201,2015,ARG,TUR,REF,15.0,13.0,-2.0
202,2015,ARG,UKR,REF,24.0,44.0,20.0
204,2015,ARG,VAR,REF,550.0,532.0,-18.0
206,2015,ARG,YEM,REF,15.0,15.0,0.0
208,2015,ARM,AZE,REF,1554.0,1501.0,-53.0
211,2015,ARM,GAZ,REF,6.0,6.0,0.0
212,2015,ARM,GEO,REF,8.0,8.0,0.0
213,2015,ARM,ICO,REF,6.0,6.0,0.0
214,2015,ARM,IRN,REF,27.0,30.0,3.0
215,2015,ARM,IRQ,REF,979.0,1019.0,40.0
217,2015,ARM,LEB,REF,18.0,19.0,1.0
220,2015,ARM,SYR,REF-like,14450.0,16000.0,1550.0
221,2015,ARM,SYR,REF,544.0,611.0,67.0
223,2015,ARM,UKR,REF,43.0,109.0,66.0
225,2015,AUL,AFG,REF,7675.0,7785.0,110.0
226,2015,AUL,ALB,REF,65.0,66.0,1.0
227,2015,AUL,ALG,REF,13.0,12.0,-1.0
229,2015,AUL,ARE,REF,1370.0,1507.0,137.0
233,2015,AUL,BAH,REF,91.0,92.0,1.0
234,2015,AUL,BDI,REF,27.0,31.0,4.0
236,2015,AUL,BGD,REF,351.0,380.0,29.0
243,2015,AUL,CAM,REF,25.0,22.0,-3.0
246,2015,AUL,CHI,REF,2883.0,2955.0,72.0
248,2015,AUL,CMR,REF,52.0,55.0,3.0
249,2015,AUL,COB,REF,16.0,12.0,-4.0
250,2015,AUL,COD,REF,30.0,26.0,-4.0
251,2015,AUL,COL,REF,135.0,132.0,-3.0
258,2015,AUL,ERT,REF,109.0,105.0,-4.0
260,2015,AUL,ETH,REF,229.0,231.0,2.0
261,2015,AUL,FIJ,REF,359.0,379.0,20.0
264,2015,AUL,GAZ,REF,246.0,249.0,3.0
266,2015,AUL,GEO,REF,10.0,14.0,4.0
267,2015,AUL,GFR,REF,5.0,5.0,0.0
268,2015,AUL,GHA,REF,32.0,31.0,-1.0
271,2015,AUL,GUI,REF,7.0,9.0,2.0
273,2015,AUL,ICO,REF,7.0,7.0,0.0
274,2015,AUL,IND,REF,314.0,337.0,23.0
275,2015,AUL,INS,REF,241.0,226.0,-15.0
276,2015,AUL,IRN,REF,4900.0,5201.0,301.0
277,2015,AUL,IRQ,REF,3121.0,2925.0,-196.0
278,2015,AUL,ISR,REF,31.0,27.0,-4.0
280,2015,AUL,JOR,REF,106.0,115.0,9.0
281,2015,AUL,JPN,REF,7.0,7.0,0.0
283,2015,AUL,KEN,REF,68.0,81.0,13.0
284,2015,AUL,KGZ,REF,8.0,9.0,1.0
285,2015,AUL,KOR,REF,44.0,46.0,2.0
286,2015,AUL,KRN,REF,30.0,26.0,-4.0
287,2015,AUL,KUW,REF,41.0,41.0,0.0
289,2015,AUL,LBR,REF,24.0,27.0,3.0
290,2015,AUL,LBY,REF,465.0,626.0,161.0
291,2015,AUL,LEB,REF,393.0,485.0,92.0
292,2015,AUL,LKA,REF,3387.0,3556.0,169.0
293,2015,AUL,LVA,REF,6.0,6.0,0.0
296,2015,AUL,MDV,REF,7.0,10.0,3.0
299,2015,AUL,MLS,REF,105.0,123.0,18.0
301,2015,AUL,MNG,REF,50.0,46.0,-4.0
302,2015,AUL,MOR,REF,19.0,19.0,0.0
303,2015,AUL,MOZ,REF,5.0,5.0,0.0
306,2015,AUL,MYA,REF,515.0,495.0,-20.0
311,2015,AUL,NIG,REF,144.0,148.0,4.0
312,2015,AUL,NZL,REF,5.0,8.0,3.0
314,2015,AUL,PAK,REF,3024.0,3333.0,309.0
316,2015,AUL,PHI,REF,31.0,34.0,3.0
317,2015,AUL,PNG,REF,285.0,335.0,50.0
319,2015,AUL,ROM,REF,11.0,10.0,-1.0
320,2015,AUL,RSA,REF,35.0,35.0,0.0
321,2015,AUL,RUS,REF,66.0,56.0,-10.0
322,2015,AUL,RWA,REF,28.0,36.0,8.0
324,2015,AUL,SAU,REF,61.0,70.0,9.0
326,2015,AUL,SLE,REF,37.0,38.0,1.0
327,2015,AUL,SOL,REF,19.0,22.0,3.0
328,2015,AUL,SOM,REF,73.0,71.0,-2.0
329,2015,AUL,SRB,REF,21.0,10.0,-11.0
330,2015,AUL,SRV,REF,93.0,94.0,1.0
332,2015,AUL,STA,REF,1710.0,1727.0,17.0
333,2015,AUL,SUD,REF,59.0,58.0,-1.0
335,2015,AUL,SYR,REF,302.0,301.0,-1.0
336,2015,AUL,TAN,REF,10.0,12.0,2.0
337,2015,AUL,THA,REF,15.0,15.0,0.0
338,2015,AUL,TIB,REF,8.0,11.0,3.0
341,2015,AUL,TMP,REF,8.0,14.0,6.0
343,2015,AUL,TON,REF,19.0,22.0,3.0
344,2015,AUL,TUN,REF,6.0,6.0,0.0
345,2015,AUL,TUR,REF,390.0,413.0,23.0
346,2015,AUL,UAE,REF,5.0,5.0,0.0
347,2015,AUL,UGA,REF,51.0,50.0,-1.0
348,2015,AUL,UKR,REF,22.0,21.0,-1.0
349,2015,AUL,USA,REF,13.0,15.0,2.0
350,2015,AUL,UZB,REF,30.0,26.0,-4.0
352,2015,AUL,VAR,REF,24.0,24.0,0.0
353,2015,AUL,VEN,REF,9.0,9.0,0.0
355,2015,AUL,YEM,REF,8.0,13.0,5.0
356,2015,AUL,ZAM,REF,8.0,9.0,1.0
357,2015,AUL,ZIM,REF,1020.0,1009.0,-11.0
358,2015,AUS,AFG,REF,14793.0,17458.0,2665.0
359,2015,AUS,ALB,REF,118.0,106.0,-12.0
360,2015,AUS,ALG,REF,53.0,52.0,-1.0
361,2015,AUS,ANG,REF,133.0,121.0,-12.0
362,2015,AUS,ARE,REF,124.0,137.0,13.0
363,2015,AUS,ARM,REF,996.0,957.0,-39.0
364,2015,AUS,AZE,REF,419.0,405.0,-14.0
365,2015,AUS,BDI,REF,16.0,19.0,3.0
367,2015,AUS,BGD,REF,141.0,201.0,60.0
369,2015,AUS,BKF,REF,11.0,12.0,1.0
370,2015,AUS,BLR,REF,109.0,102.0,-7.0
371,2015,AUS,BOL,REF,11.0,11.0,0.0
373,2015,AUS,BSN,REF,206.0,179.0,-27.0
378,2015,AUS,CHI,REF,457.0,499.0,42.0
379,2015,AUS,CMR,REF,240.0,246.0,6.0
380,2015,AUS,COB,REF,126.0,126.0,0.0
381,2015,AUS,COD,REF,450.0,419.0,-31.0
383,2015,AUS,CUB,REF,24.0,21.0,-3.0
388,2015,AUS,ERT,REF,120.0,159.0,39.0
390,2015,AUS,ETH,REF,144.0,145.0,1.0
393,2015,AUS,GAM,REF,100.0,122.0,22.0
394,2015,AUS,GEO,REF,739.0,681.0,-58.0
395,2015,AUS,GHA,REF,35.0,33.0,-2.0
398,2015,AUS,GUA,REF,6.0,6.0,0.0
399,2015,AUS,GUI,REF,95.0,126.0,31.0
403,2015,AUS,ICO,REF,66.0,65.0,-1.0
404,2015,AUS,IND,REF,56.0,61.0,5.0
405,2015,AUS,IRN,REF,3203.0,3379.0,176.0
406,2015,AUS,IRQ,REF,3015.0,3732.0,717.0
407,2015,AUS,ISR,REF,10.0,10.0,0.0
408,2015,AUS,JOR,REF,16.0,30.0,14.0
409,2015,AUS,KAZ,REF,61.0,66.0,5.0
410,2015,AUS,KEN,REF,27.0,29.0,2.0
411,2015,AUS,KGZ,REF,286.0,273.0,-13.0
416,2015,AUS,LBR,REF,23.0,22.0,-1.0
417,2015,AUS,LBY,REF,8.0,24.0,16.0
418,2015,AUS,LEB,REF,52.0,63.0,11.0
419,2015,AUS,LKA,REF,38.0,54.0,16.0
422,2015,AUS,MAU,REF,6.0,5.0,-1.0
423,2015,AUS,MCD,REF,152.0,136.0,-16.0
424,2015,AUS,MDA,REF,137.0,121.0,-16.0
426,2015,AUS,MLI,REF,11.0,12.0,1.0
427,2015,AUS,MNE,REF,16.0,23.0,7.0
428,2015,AUS,MNG,REF,200.0,200.0,0.0
431,2015,AUS,MYA,REF,30.0,34.0,4.0
432,2015,AUS,NEP,REF,41.0,47.0,6.0
435,2015,AUS,NIG,REF,370.0,393.0,23.0
436,2015,AUS,PAK,REF,179.0,203.0,24.0
438,2015,AUS,PHI,REF,7.0,7.0,0.0
439,2015,AUS,ROM,REF,33.0,20.0,-13.0
441,2015,AUS,RUS,REF,17361.0,15526.0,-1835.0
442,2015,AUS,RWA,REF,24.0,21.0,-3.0
444,2015,AUS,SEN,REF,7.0,8.0,1.0
445,2015,AUS,SLE,REF,29.0,30.0,1.0
446,2015,AUS,SOM,REF,2641.0,3406.0,765.0
447,2015,AUS,SRB,REF,2683.0,2199.0,-484.0
450,2015,AUS,STA,REF,1141.0,2467.0,1326.0
451,2015,AUS,SUD,REF,277.0,277.0,0.0
453,2015,AUS,SYR,REF,6653.0,14894.0,8241.0
456,2015,AUS,TJK,REF,82.0,97.0,15.0
457,2015,AUS,TKM,REF,6.0,6.0,0.0
458,2015,AUS,TOG,REF,24.0,14.0,-10.0
459,2015,AUS,TUN,REF,8.0,8.0,0.0
460,2015,AUS,TUR,REF,1191.0,1125.0,-66.0
461,2015,AUS,UGA,REF,18.0,16.0,-2.0
462,2015,AUS,UKR,REF,300.0,287.0,-13.0
464,2015,AUS,UZB,REF,141.0,140.0,-1.0
465,2015,AUS,VAR,REF,275.0,111.0,-164.0
467,2015,AUS,YEM,REF,17.0,30.0,13.0
469,2015,AUS,ZIM,REF,22.0,23.0,1.0
470,2015,AZE,AFG,REF,618.0,602.0,-16.0
471,2015,AZE,ARM,REF,0.0,0.0,0.0
474,2015,AZE,COD,REF,0.0,0.0,0.0
477,2015,AZE,IRN,REF,76.0,71.0,-5.0
478,2015,AZE,IRQ,REF,15.0,16.0,1.0
479,2015,AZE,KAZ,REF,0.0,0.0,0.0
480,2015,AZE,PAK,REF,17.0,18.0,1.0
481,2015,AZE,RUS,REF,557.0,539.0,-18.0
482,2015,AZE,SYR,REF,7.0,8.0,1.0
483,2015,AZE,UAE,REF,0.0,0.0,0.0
486,2015,BAH,IRQ,REF,303.0,237.0,-66.0
488,2015,BAH,YEM,REF,7.0,9.0,2.0
490,2015,BDI,BEN,REF,0.0,0.0,0.0
492,2015,BDI,COD,REF,52631.0,53029.0,398.0
493,2015,BDI,ETH,REF,0.0,0.0,0.0
494,2015,BDI,MAU,REF,0.0,0.0,0.0
498,2015,BDI,RWA,REF,281.0,304.0,23.0
500,2015,BDI,SOM,REF,19.0,18.0,-1.0
502,2015,BDI,SUD,REF,0.0,0.0,0.0
505,2015,BEL,AFG,REF,2460.0,2934.0,474.0
506,2015,BEL,ALB,REF,442.0,484.0,42.0
507,2015,BEL,ALG,REF,37.0,47.0,10.0
508,2015,BEL,ANG,REF,97.0,100.0,3.0
509,2015,BEL,ARE,REF,42.0,59.0,17.0
510,2015,BEL,ARG,REF,0.0,0.0,0.0
511,2015,BEL,ARM,REF,99.0,126.0,27.0
512,2015,BEL,AUS,REF,0.0,0.0,0.0
513,2015,BEL,AZE,REF,52.0,76.0,24.0
514,2015,BEL,BDI,REF,274.0,311.0,37.0
515,2015,BEL,BEN,REF,34.0,33.0,-1.0
516,2015,BEL,BGD,REF,20.0,19.0,-1.0
518,2015,BEL,BKF,REF,54.0,72.0,18.0
519,2015,BEL,BLR,REF,44.0,48.0,4.0
521,2015,BEL,BRA,REF,0.0,0.0,0.0
522,2015,BEL,BSN,REF,53.0,52.0,-1.0
523,2015,BEL,BUL,REF,19.0,19.0,0.0
524,2015,BEL,CAM,REF,10.0,9.0,-1.0
525,2015,BEL,CAN,REF,0.0,0.0,0.0
526,2015,BEL,CAR,REF,22.0,31.0,9.0
527,2015,BEL,CHD,REF,38.0,41.0,3.0
528,2015,BEL,CHI,REF,1219.0,1305.0,86.0
529,2015,BEL,CHL,REF,53.0,49.0,-4.0
530,2015,BEL,CMR,REF,360.0,386.0,26.0
531,2015,BEL,COB,REF,35.0,35.0,0.0
532,2015,BEL,COD,REF,894.0,1008.0,114.0
533,2015,BEL,COL,REF,35.0,36.0,1.0
534,2015,BEL,COS,REF,0.0,0.0,0.0
536,2015,BEL,CZE,REF,7.0,6.0,-1.0
537,2015,BEL,DEN,REF,0.0,0.0,0.0
538,2015,BEL,DJB,REF,165.0,228.0,63.0
540,2015,BEL,EGU,REF,0.0,0.0,0.0
541,2015,BEL,ERT,REF,222.0,700.0,478.0
543,2015,BEL,ETH,REF,82.0,103.0,21.0
544,2015,BEL,FIN,REF,0.0,0.0,0.0
545,2015,BEL,FRA,REF,0.0,0.0,0.0
546,2015,BEL,GAB,REF,7.0,14.0,7.0
547,2015,BEL,GAM,REF,5.0,10.0,5.0
548,2015,BEL,GAZ,REF,79.0,90.0,11.0
549,2015,BEL,GBR,REF,0.0,0.0,0.0
550,2015,BEL,GEO,REF,51.0,51.0,0.0
552,2015,BEL,GHA,REF,32.0,35.0,3.0
553,2015,BEL,GNB,REF,13.0,11.0,-2.0
554,2015,BEL,GRE,REF,0.0,0.0,0.0
555,2015,BEL,GUA,REF,7.0,7.0,0.0
556,2015,BEL,GUI,REF,2742.0,3150.0,408.0
560,2015,BEL,HRV,REF,7.0,6.0,-1.0
561,2015,BEL,HUN,REF,62.0,54.0,-8.0
562,2015,BEL,ICO,REF,165.0,165.0,0.0
563,2015,BEL,IND,REF,22.0,22.0,0.0
564,2015,BEL,IRN,REF,766.0,934.0,168.0
565,2015,BEL,IRQ,REF,1602.0,1943.0,341.0
566,2015,BEL,ISR,REF,13.0,15.0,2.0
567,2015,BEL,ITA,REF,0.0,0.0,0.0
569,2015,BEL,JOR,REF,30.0,31.0,1.0
570,2015,BEL,KAZ,REF,40.0,41.0,1.0
571,2015,BEL,KEN,REF,25.0,32.0,7.0
572,2015,BEL,KGZ,REF,68.0,70.0,2.0
573,2015,BEL,KOR,REF,53.0,0.0,-53.0
574,2015,BEL,KRN,REF,66.0,46.0,-20.0
575,2015,BEL,KUW,REF,8.0,7.0,-1.0
576,2015,BEL,LAO,REF,14.0,13.0,-1.0
577,2015,BEL,LBR,REF,20.0,18.0,-2.0
578,2015,BEL,LBY,REF,93.0,39.0,-54.0
579,2015,BEL,LEB,REF,93.0,109.0,16.0
580,2015,BEL,LKA,REF,340.0,387.0,47.0
581,2015,BEL,LTU,REF,8.0,7.0,-1.0
584,2015,BEL,MAU,REF,198.0,211.0,13.0
585,2015,BEL,MCD,REF,80.0,101.0,21.0
587,2015,BEL,MEX,REF,0.0,0.0,0.0
588,2015,BEL,MLI,REF,50.0,62.0,12.0
589,2015,BEL,MLS,REF,0.0,0.0,0.0
590,2015,BEL,MNE,REF,0.0,0.0,0.0
591,2015,BEL,MNG,REF,0.0,0.0,0.0
592,2015,BEL,MOR,REF,42.0,61.0,19.0
594,2015,BEL,MYA,REF,11.0,10.0,-1.0
596,2015,BEL,NEP,REF,13.0,13.0,0.0
597,2015,BEL,NET,REF,0.0,0.0,0.0
598,2015,BEL,NGR,REF,77.0,83.0,6.0
599,2015,BEL,NIG,REF,31.0,37.0,6.0
600,2015,BEL,PAK,REF,121.0,188.0,67.0
602,2015,BEL,POL,REF,179.0,167.0,-12.0
603,2015,BEL,ROM,REF,39.0,41.0,2.0
605,2015,BEL,RUS,REF,2613.0,2733.0,120.0
606,2015,BEL,RWA,REF,915.0,897.0,-18.0
607,2015,BEL,SAL,REF,5.0,6.0,1.0
609,2015,BEL,SEN,REF,341.0,404.0,63.0
610,2015,BEL,SLE,REF,30.0,30.0,0.0
611,2015,BEL,SOM,REF,454.0,648.0,194.0
613,2015,BEL,SRB,REF,36.0,92.0,56.0
614,2015,BEL,SRV,REF,43.0,42.0,-1.0
616,2015,BEL,STA,REF,0.0,0.0,0.0
617,2015,BEL,SUD,REF,80.0,123.0,43.0
618,2015,BEL,SVK,REF,0.0,0.0,0.0
619,2015,BEL,SWE,REF,0.0,0.0,0.0
620,2015,BEL,SWI,REF,0.0,0.0,0.0
621,2015,BEL,SYR,REF,1658.0,4239.0,2581.0
622,2015,BEL,TAN,REF,54.0,62.0,8.0
623,2015,BEL,TJK,REF,0.0,13.0,13.0
625,2015,BEL,TOG,REF,150.0,174.0,24.0
626,2015,BEL,TUN,REF,16.0,30.0,14.0
627,2015,BEL,TUR,REF,618.0,627.0,9.0
629,2015,BEL,UGA,REF,25.0,27.0,2.0
630,2015,BEL,UKR,REF,79.0,122.0,43.0
632,2015,BEL,USA,REF,0.0,0.0,0.0
633,2015,BEL,UZB,REF,22.0,22.0,0.0
634,2015,BEL,VAR,REF,8230.0,8345.0,115.0
636,2015,BEL,YEM,REF,10.0,27.0,17.0
642,2015,BEN,CAR,REF,234.0,349.0,115.0
650,2015,BEN,ICO,REF,155.0,157.0,2.0
653,2015,BEN,LKA,REF,5.0,5.0,0.0
654,2015,BEN,MLI,REF,5.0,5.0,0.0
656,2015,BEN,PAK,REF,5.0,5.0,0.0
661,2015,BEN,SYR,REF,0.0,0.0,0.0
665,2015,BGD,IRN,REF,0.0,0.0,0.0
667,2015,BGD,LKA,REF,0.0,0.0,0.0
668,2015,BGD,MYA,REF-like,200000.0,200000.0,0.0
669,2015,BGD,MYA,REF,32462.0,31948.0,-514.0
670,2015,BGD,SOM,REF,6.0,6.0,0.0
672,2015,BHS,CUB,REF,12.0,7.0,-5.0
673,2015,BHS,CUB,REF-like,0.0,0.0,0.0
674,2015,BHS,IRN,REF,0.0,0.0,0.0
676,2015,BKF,BDI,REF,28.0,31.0,3.0
677,2015,BKF,CAR,REF,40.0,153.0,113.0
678,2015,BKF,CHD,REF,90.0,112.0,22.0
679,2015,BKF,CMR,REF,5.0,5.0,0.0
680,2015,BKF,COB,REF,39.0,42.0,3.0
681,2015,BKF,COD,REF,26.0,25.0,-1.0
683,2015,BKF,GHA,REF,0.0,0.0,0.0
684,2015,BKF,GUI,REF,0.0,0.0,0.0
686,2015,BKF,MAU,REF,0.0,0.0,0.0
687,2015,BKF,MLI,REF,31604.0,33574.0,1970.0
689,2015,BKF,RWA,REF,36.0,46.0,10.0
690,2015,BKF,SRV,REF,0.0,0.0,0.0
691,2015,BKF,SUD,REF,8.0,9.0,1.0
693,2015,BKF,TOG,REF,13.0,15.0,2.0
694,2015,BLR,AFG,REF,399.0,403.0,4.0
695,2015,BLR,ARE,REF,6.0,6.0,0.0
697,2015,BLR,AZE,REF,15.0,14.0,-1.0
698,2015,BLR,ETH,REF,8.0,8.0,0.0
699,2015,BLR,GAZ,REF,6.0,6.0,0.0
700,2015,BLR,GEO,REF,87.0,81.0,-6.0
701,2015,BLR,IRN,REF,15.0,10.0,-5.0
702,2015,BLR,IRQ,REF,9.0,9.0,0.0
707,2015,BLR,PAK,REF,0.0,0.0,0.0
710,2015,BLR,SYR,REF,72.0,138.0,66.0
711,2015,BLR,TJK,REF,12.0,12.0,0.0
712,2015,BLR,UKR,REF,284.0,1089.0,805.0
715,2015,BOL,CHI,REF,0.0,0.0,0.0
716,2015,BOL,CHL,REF,8.0,8.0,0.0
719,2015,BOL,COL,REF,184.0,193.0,9.0
720,2015,BOL,CUB,REF,9.0,9.0,0.0
726,2015,BOL,IRQ,REF,16.0,16.0,0.0
731,2015,BOL,PER,REF,513.0,514.0,1.0
733,2015,BOL,RUS,REF,5.0,5.0,0.0
735,2015,BOL,SYR,REF,6.0,7.0,1.0
740,2015,BOT,BDI,REF,73.0,44.0,-29.0
743,2015,BOT,COD,REF,165.0,80.0,-85.0
745,2015,BOT,ETH,REF,7.0,5.0,-2.0
747,2015,BOT,NAM,REF,978.0,914.0,-64.0
748,2015,BOT,RWA,REF,53.0,28.0,-25.0
750,2015,BOT,SOM,REF,374.0,330.0,-44.0
752,2015,BOT,SUD,REF,14.0,11.0,-3.0
753,2015,BOT,UGA,REF,27.0,22.0,-5.0
754,2015,BOT,ZIM,REF,946.0,678.0,-268.0
755,2015,BRA,AFG,REF,52.0,76.0,24.0
756,2015,BRA,ALG,REF,7.0,7.0,0.0
757,2015,BRA,ANG,REF,1070.0,1083.0,13.0
758,2015,BRA,ARE,REF,8.0,13.0,5.0
759,2015,BRA,ARG,REF,11.0,11.0,0.0
761,2015,BRA,BDI,REF,33.0,37.0,4.0
763,2015,BRA,BHU,REF,29.0,29.0,0.0
765,2015,BRA,BOL,REF,145.0,150.0,5.0
770,2015,BRA,CHL,REF,21.0,21.0,0.0
771,2015,BRA,CMR,REF,21.0,32.0,11.0
772,2015,BRA,COB,REF,10.0,17.0,7.0
773,2015,BRA,COD,REF,791.0,1045.0,254.0
774,2015,BRA,COL,REF,1200.0,1280.0,80.0
776,2015,BRA,CUB,REF,135.0,143.0,8.0
779,2015,BRA,ECU,REF,57.0,57.0,0.0
780,2015,BRA,ERT,REF,25.0,25.0,0.0
781,2015,BRA,ETH,REF,20.0,20.0,0.0
783,2015,BRA,GAZ,REF,314.0,384.0,70.0
784,2015,BRA,GEO,REF,10.0,10.0,0.0
785,2015,BRA,GHA,REF,12.0,18.0,6.0
786,2015,BRA,GNB,REF,12.0,14.0,2.0
787,2015,BRA,GUI,REF,33.0,53.0,20.0
789,2015,BRA,HRV,REF,5.0,5.0,0.0
791,2015,BRA,ICO,REF,35.0,44.0,9.0
793,2015,BRA,IRN,REF,43.0,52.0,9.0
794,2015,BRA,IRQ,REF,233.0,261.0,28.0
797,2015,BRA,LBR,REF,258.0,258.0,0.0
799,2015,BRA,LEB,REF,394.0,399.0,5.0
800,2015,BRA,LKA,REF,18.0,18.0,0.0
802,2015,BRA,MCD,REF,6.0,6.0,0.0
804,2015,BRA,MLI,REF,65.0,67.0,2.0
805,2015,BRA,MOR,REF,5.0,5.0,0.0
809,2015,BRA,NIG,REF,89.0,100.0,11.0
810,2015,BRA,PAK,REF,68.0,133.0,65.0
811,2015,BRA,PAR,REF,7.0,7.0,0.0
812,2015,BRA,PER,REF,45.0,45.0,0.0
817,2015,BRA,RUS,REF,9.0,9.0,0.0
818,2015,BRA,RWA,REF,18.0,18.0,0.0
819,2015,BRA,SAL,REF,6.0,7.0,1.0
820,2015,BRA,SEN,REF,7.0,9.0,2.0
821,2015,BRA,SLE,REF,137.0,139.0,2.0
822,2015,BRA,SOM,REF,45.0,45.0,0.0
823,2015,BRA,SRB,REF,92.0,92.0,0.0
