,year,country of asylum,country of origin,population type,begin year total,end year total,total movement
3882,2015,MTA,IRN,REF,13.0,20.0,7.0
3883,2015,MTA,IRQ,REF,26.0,29.0,3.0
3887,2015,MTA,LBY,REF,539.0,1544.0,1005.0
3889,2015,MTA,LKA,REF,7.0,7.0,0.0
3891,2015,MTA,MLI,REF,12.0,16.0,4.0
3892,2015,MTA,MOR,REF,12.0,21.0,9.0
3895,2015,MTA,NIG,REF,36.0,47.0,11.0
3896,2015,MTA,PAK,REF,46.0,48.0,2.0
3897,2015,MTA,RUS,REF,12.0,12.0,0.0
3900,2015,MTA,SOM,REF,2270.0,1865.0,-405.0
3902,2015,MTA,SSD,REF,22.0,22.0,0.0
3903,2015,MTA,SUD,REF,195.0,177.0,-18.0
3904,2015,MTA,SYR,REF,1047.0,1328.0,281.0
3907,2015,MTA,TUN,REF,5.0,9.0,4.0
3909,2015,MTA,UKR,REF,27.0,78.0,51.0
3911,2015,MTA,VAR,REF,615.0,615.0,0.0
3913,2015,NAM,BDI,REF,209.0,216.0,7.0
3914,2015,NAM,CAR,REF,0.0,0.0,0.0
3915,2015,NAM,CHD,REF,0.0,0.0,0.0
3916,2015,NAM,CMR,REF,6.0,6.0,0.0
3918,2015,NAM,COD,REF,1384.0,1313.0,-71.0
3922,2015,NAM,MLI,REF,0.0,0.0,0.0
3923,2015,NAM,RWA,REF,110.0,132.0,22.0
3924,2015,NAM,SOM,REF,9.0,10.0,1.0
3929,2015,NAM,ZIM,REF,32.0,42.0,10.0
3930,2015,NEP,AFG,REF,16.0,69.0,53.0
3933,2015,NEP,BHU,REF,23059.0,17134.0,-5925.0
3935,2015,NEP,IRN,REF,6.0,6.0,0.0
3937,2015,NEP,LKA,REF,16.0,22.0,6.0
3938,2015,NEP,MYA,REF,101.0,156.0,55.0
3939,2015,NEP,PAK,REF,262.0,261.0,-1.0
3940,2015,NEP,SOM,REF,20.0,11.0,-9.0
3941,2015,NEP,SYR,REF,0.0,0.0,0.0
3942,2015,NEP,TIB,REF,15000.0,15000.0,0.0
3943,2015,NET,AFG,REF,6244.0,5803.0,-441.0
3944,2015,NET,ALB,REF,15.0,13.0,-2.0
3945,2015,NET,ALG,REF,35.0,26.0,-9.0
3947,2015,NET,ANG,REF,359.0,183.0,-176.0
3948,2015,NET,ARE,REF,189.0,198.0,9.0
3949,2015,NET,ARM,REF,811.0,562.0,-249.0
3950,2015,NET,AZE,REF,1136.0,621.0,-515.0
3952,2015,NET,BDI,REF,1131.0,1135.0,4.0
3954,2015,NET,BEN,REF,7.0,7.0,0.0
3955,2015,NET,BGD,REF,43.0,42.0,-1.0
3956,2015,NET,BHU,REF,209.0,199.0,-10.0
3957,2015,NET,BKF,REF,13.0,13.0,0.0
3958,2015,NET,BLR,REF,105.0,87.0,-18.0
3961,2015,NET,BSN,REF,151.0,69.0,-82.0
3963,2015,NET,CAM,REF,31.0,31.0,0.0
3964,2015,NET,CAR,REF,8.0,10.0,2.0
3965,2015,NET,CHD,REF,13.0,5.0,-8.0
3966,2015,NET,CHI,REF,1259.0,1236.0,-23.0
3968,2015,NET,CMR,REF,154.0,120.0,-34.0
3969,2015,NET,COB,REF,692.0,587.0,-105.0
3970,2015,NET,COD,REF,711.0,532.0,-179.0
3971,2015,NET,COL,REF,273.0,135.0,-138.0
3972,2015,NET,CUB,REF,16.0,16.0,0.0
3974,2015,NET,ECU,REF,10.0,8.0,-2.0
3975,2015,NET,ERT,REF,6294.0,10870.0,4576.0
3976,2015,NET,ETH,REF,741.0,727.0,-14.0
3979,2015,NET,GAM,REF,34.0,40.0,6.0
3980,2015,NET,GAZ,REF,142.0,151.0,9.0
3982,2015,NET,GEO,REF,89.0,62.0,-27.0
3987,2015,NET,GUI,REF,805.0,771.0,-34.0
3989,2015,NET,HON,REF,5.0,6.0,1.0
3990,2015,NET,HRV,REF,19.0,14.0,-5.0
3991,2015,NET,ICO,REF,644.0,612.0,-32.0
3992,2015,NET,IND,REF,6.0,6.0,0.0
3993,2015,NET,INS,REF,23.0,22.0,-1.0
3994,2015,NET,IRN,REF,4207.0,4125.0,-82.0
3995,2015,NET,IRQ,REF,14396.0,12397.0,-1999.0
3997,2015,NET,JAM,REF,99.0,145.0,46.0
3998,2015,NET,JOR,REF,12.0,14.0,2.0
4000,2015,NET,KAZ,REF,98.0,69.0,-29.0
4001,2015,NET,KEN,REF,39.0,38.0,-1.0
4002,2015,NET,KGZ,REF,61.0,36.0,-25.0
4004,2015,NET,KRN,REF,59.0,56.0,-3.0
4005,2015,NET,KUW,REF,8.0,8.0,0.0
4006,2015,NET,LAO,REF,33.0,33.0,0.0
4007,2015,NET,LBR,REF,373.0,222.0,-151.0
4008,2015,NET,LBY,REF,336.0,339.0,3.0
4009,2015,NET,LEB,REF,37.0,37.0,0.0
4010,2015,NET,LKA,REF,735.0,733.0,-2.0
4012,2015,NET,MAU,REF,10.0,8.0,-2.0
4014,2015,NET,MDA,REF,5.0,5.0,0.0
4016,2015,NET,MLI,REF,19.0,19.0,0.0
4017,2015,NET,MLS,REF,7.0,7.0,0.0
4020,2015,NET,MNG,REF,49.0,46.0,-3.0
4021,2015,NET,MOR,REF,20.0,22.0,2.0
4022,2015,NET,MYA,REF,861.0,878.0,17.0
4024,2015,NET,NEP,REF,441.0,416.0,-25.0
4025,2015,NET,NGR,REF,23.0,16.0,-7.0
4026,2015,NET,NIG,REF,265.0,299.0,34.0
4028,2015,NET,PAK,REF,355.0,390.0,35.0
4030,2015,NET,PER,REF,10.0,10.0,0.0
4031,2015,NET,PHI,REF,15.0,9.0,-6.0
4034,2015,NET,RUS,REF,698.0,465.0,-233.0
4035,2015,NET,RWA,REF,252.0,132.0,-120.0
4037,2015,NET,SAU,REF,21.0,13.0,-8.0
4038,2015,NET,SEN,REF,29.0,30.0,1.0
4039,2015,NET,SLE,REF,821.0,700.0,-121.0
4040,2015,NET,SOM,REF,18687.0,17444.0,-1243.0
4042,2015,NET,SRB,REF,277.0,158.0,-119.0
4043,2015,NET,SRV,REF,24.0,15.0,-9.0
4045,2015,NET,STA,REF,2079.0,3714.0,1635.0
4046,2015,NET,SUD,REF,1062.0,833.0,-229.0
4051,2015,NET,SYR,REF,8692.0,16184.0,7492.0
4052,2015,NET,TAN,REF,6.0,6.0,0.0
4053,2015,NET,TJK,REF,47.0,45.0,-2.0
4054,2015,NET,TKM,REF,20.0,20.0,0.0
4055,2015,NET,TOG,REF,110.0,76.0,-34.0
4056,2015,NET,TRT,REF,16.0,22.0,6.0
4057,2015,NET,TUN,REF,29.0,16.0,-13.0
4058,2015,NET,TUR,REF,423.0,301.0,-122.0
4060,2015,NET,UGA,REF,453.0,492.0,39.0
4061,2015,NET,UKR,REF,52.0,39.0,-13.0
4063,2015,NET,UZB,REF,170.0,135.0,-35.0
4064,2015,NET,VAR,REF,3339.0,2219.0,-1120.0
4065,2015,NET,YEM,REF,66.0,74.0,8.0
4066,2015,NET,ZAM,REF,7.0,8.0,1.0
4067,2015,NET,ZIM,REF,45.0,43.0,-2.0
4068,2015,NGR,CAR,REF,11.0,29.0,18.0
4069,2015,NGR,CHD,REF,158.0,164.0,6.0
4070,2015,NGR,CMR,REF,6.0,6.0,0.0
4072,2015,NGR,COD,REF,69.0,69.0,0.0
4073,2015,NGR,ICO,REF,55.0,55.0,0.0
4075,2015,NGR,IRQ,REF,6.0,6.0,0.0
4078,2015,NGR,MLI,REF,47466.0,56012.0,8546.0
4079,2015,NGR,NIG,REF,30000.0,68321.0,38321.0
4080,2015,NGR,RWA,REF,26.0,26.0,0.0
4081,2015,NGR,SOM,REF,9.0,9.0,0.0
4082,2015,NGR,SUD,REF,9.0,9.0,0.0
4083,2015,NGR,SYR,REF,6.0,6.0,0.0
4087,2015,NIC,COB,REF,0.0,0.0,0.0
4088,2015,NIC,COL,REF,10.0,6.0,-4.0
4090,2015,NIC,CUB,REF,16.0,15.0,-1.0
4093,2015,NIC,GHA,REF,0.0,0.0,0.0
4094,2015,NIC,GUA,REF,12.0,10.0,-2.0
4095,2015,NIC,HON,REF,58.0,74.0,16.0
4097,2015,NIC,NIG,REF,0.0,0.0,0.0
4099,2015,NIC,SAL,REF,177.0,220.0,43.0
4100,2015,NIC,SOM,REF,0.0,0.0,0.0
4101,2015,NIG,AFG,REF,5.0,5.0,0.0
4102,2015,NIG,ANG,REF,0.0,0.0,0.0
4103,2015,NIG,ARE,REF,0.0,0.0,0.0
4104,2015,NIG,BDI,REF,0.0,8.0,8.0
4105,2015,NIG,CAR,REF,77.0,149.0,72.0
4106,2015,NIG,CHD,REF,79.0,74.0,-5.0
4107,2015,NIG,CMR,REF,162.0,161.0,-1.0
4109,2015,NIG,COD,REF,531.0,561.0,30.0
4115,2015,NIG,GNB,REF,5.0,5.0,0.0
4116,2015,NIG,GUI,REF,17.0,17.0,0.0
4117,2015,NIG,ICO,REF,108.0,117.0,9.0
4120,2015,NIG,LBR,REF,22.0,9.0,-13.0
4123,2015,NIG,MLI,REF,117.0,136.0,19.0
4124,2015,NIG,NGR,REF,0.0,0.0,0.0
4126,2015,NIG,SLE,REF,21.0,23.0,2.0
4128,2015,NIG,SUD,REF,49.0,48.0,-1.0
4129,2015,NIG,SYR,REF,11.0,32.0,21.0
4130,2015,NIG,TOG,REF,13.0,13.0,0.0
4131,2015,NIG,UGA,REF,0.0,0.0,0.0
4132,2015,NOR,AFG,REF,5454.0,5684.0,230.0
4133,2015,NOR,ALB,REF,30.0,15.0,-15.0
4134,2015,NOR,ALG,REF,22.0,20.0,-2.0
4135,2015,NOR,ANG,REF,76.0,58.0,-18.0
4136,2015,NOR,ARE,REF,26.0,27.0,1.0
4137,2015,NOR,ARM,REF,14.0,13.0,-1.0
4138,2015,NOR,AZE,REF,46.0,32.0,-14.0
4139,2015,NOR,BDI,REF,278.0,120.0,-158.0
4142,2015,NOR,BGD,REF,13.0,11.0,-2.0
4143,2015,NOR,BHU,REF,5.0,5.0,0.0
4145,2015,NOR,BLR,REF,22.0,21.0,-1.0
4147,2015,NOR,BSN,REF,19.0,14.0,-5.0
4148,2015,NOR,BUL,REF,11.0,11.0,0.0
4150,2015,NOR,CAR,REF,7.0,7.0,0.0
4152,2015,NOR,CHI,REF,666.0,651.0,-15.0
4153,2015,NOR,CMR,REF,24.0,18.0,-6.0
4154,2015,NOR,COB,REF,10.0,8.0,-2.0
4155,2015,NOR,COD,REF,318.0,250.0,-68.0
4156,2015,NOR,COL,REF,16.0,11.0,-5.0
4157,2015,NOR,CUB,REF,7.0,7.0,0.0
4162,2015,NOR,ERT,REF,11202.0,13490.0,2288.0
4163,2015,NOR,ETH,REF,1884.0,2012.0,128.0
4165,2015,NOR,GAM,REF,14.0,14.0,0.0
4166,2015,NOR,GEO,REF,9.0,7.0,-2.0
4170,2015,NOR,GUA,REF,8.0,7.0,-1.0
4171,2015,NOR,GUI,REF,59.0,57.0,-2.0
4176,2015,NOR,ICO,REF,37.0,29.0,-8.0
4180,2015,NOR,IRQ,REF,5190.0,1487.0,-3703.0
4181,2015,NOR,ISR,REF,14.0,4916.0,4902.0
4182,2015,NOR,JOR,REF,10.0,14.0,4.0
4183,2015,NOR,KAZ,REF,21.0,11.0,-10.0
4184,2015,NOR,KEN,REF,13.0,18.0,5.0
4185,2015,NOR,KGZ,REF,28.0,8.0,-20.0
4187,2015,NOR,KRN,REF,14.0,13.0,-1.0
4188,2015,NOR,KUW,REF,8.0,15.0,7.0
4189,2015,NOR,LBR,REF,40.0,30.0,-10.0
4190,2015,NOR,LBY,REF,26.0,22.0,-4.0
4191,2015,NOR,LEB,REF,38.0,27.0,-11.0
4192,2015,NOR,LKA,REF,314.0,275.0,-39.0
4193,2015,NOR,LTU,REF,0.0,37.0,37.0
4196,2015,NOR,MLI,REF,7.0,8.0,1.0
4201,2015,NOR,MOR,REF,28.0,31.0,3.0
4203,2015,NOR,MYA,REF,155.0,148.0,-7.0
4204,2015,NOR,NEP,REF,11.0,13.0,2.0
4207,2015,NOR,NIG,REF,181.0,180.0,-1.0
4208,2015,NOR,PAK,REF,101.0,90.0,-11.0
4210,2015,NOR,PHI,REF,8.0,8.0,0.0
4212,2015,NOR,ROM,REF,7.0,7.0,0.0
4213,2015,NOR,RUS,REF,2328.0,1851.0,-477.0
4214,2015,NOR,RWA,REF,133.0,99.0,-34.0
4218,2015,NOR,SLE,REF,18.0,309.0,291.0
4219,2015,NOR,SOM,REF,8901.0,8600.0,-301.0
4221,2015,NOR,SRV,REF,14.0,14.0,0.0
4223,2015,NOR,STA,REF,2655.0,3005.0,350.0
4224,2015,NOR,SUD,REF,1254.0,1619.0,365.0
4226,2015,NOR,SYR,REF,2568.0,4121.0,1553.0
4228,2015,NOR,THA,REF,31.0,31.0,0.0
4229,2015,NOR,TJK,REF,17.0,15.0,-2.0
4230,2015,NOR,TKM,REF,7.0,7.0,0.0
4231,2015,NOR,TOG,REF,10.0,8.0,-2.0
4233,2015,NOR,TUR,REF,97.0,99.0,2.0
4235,2015,NOR,UGA,REF,101.0,114.0,13.0
4238,2015,NOR,UZB,REF,158.0,200.0,42.0
4239,2015,NOR,VAR,REF,58.0,51.0,-7.0
4241,2015,NOR,YEM,REF,133.0,181.0,48.0
4243,2015,NOR,ZIM,REF,23.0,19.0,-4.0
4244,2015,NRU,AFG,REF,29.0,41.0,12.0
4249,2015,NRU,IRN,REF,168.0,191.0,23.0
4250,2015,NRU,IRQ,REF,9.0,19.0,10.0
4251,2015,NRU,LEB,REF,10.0,10.0,0.0
4255,2015,NRU,PAK,REF,62.0,71.0,9.0
4256,2015,NRU,SOM,REF,43.0,60.0,17.0
4257,2015,NRU,STA,REF,49.0,78.0,29.0
4258,2015,NRU,SUD,REF,11.0,13.0,2.0
4260,2015,NZL,AFG,REF,36.0,38.0,2.0
4262,2015,NZL,ALG,REF,9.0,6.0,-3.0
4265,2015,NZL,BAH,REF,22.0,22.0,0.0
4267,2015,NZL,BGD,REF,6.0,6.0,0.0
4271,2015,NZL,BUL,REF,7.0,6.0,-1.0
4274,2015,NZL,CHI,REF,134.0,137.0,3.0
4279,2015,NZL,COL,REF,10.0,21.0,11.0
4281,2015,NZL,CZE,REF,47.0,23.0,-24.0
4282,2015,NZL,DOM,REF,0.0,22.0,22.0
4284,2015,NZL,ERT,REF,7.0,9.0,2.0
4285,2015,NZL,ETH,REF,9.0,8.0,-1.0
4286,2015,NZL,FIJ,REF,16.0,24.0,8.0
4287,2015,NZL,GAZ,REF,18.0,14.0,-4.0
4291,2015,NZL,IND,REF,5.0,5.0,0.0
4293,2015,NZL,IRN,REF,202.0,169.0,-33.0
4294,2015,NZL,IRQ,REF,178.0,166.0,-12.0
4299,2015,NZL,KGZ,REF,8.0,5.0,-3.0
4302,2015,NZL,KUW,REF,5.0,7.0,2.0
4306,2015,NZL,LKA,REF,92.0,85.0,-7.0
4312,2015,NZL,MYA,REF,29.0,22.0,-7.0
4313,2015,NZL,NEP,REF,14.0,12.0,-2.0
4315,2015,NZL,PAK,REF,41.0,49.0,8.0
4321,2015,NZL,SAU,REF,42.0,44.0,2.0
4323,2015,NZL,SOM,REF,30.0,21.0,-9.0
4327,2015,NZL,SUD,REF,11.0,11.0,0.0
4328,2015,NZL,SVK,REF,5.0,5.0,0.0
4329,2015,NZL,SYR,REF,48.0,52.0,4.0
4332,2015,NZL,TUR,REF,29.0,30.0,1.0
4336,2015,NZL,VAR,REF,120.0,185.0,65.0
4338,2015,NZL,ZIM,REF,47.0,40.0,-7.0
4339,2015,OMN,IRQ,REF,143.0,237.0,94.0
4341,2015,OMN,SYR,REF,7.0,7.0,0.0
4342,2015,PAK,AFG,REF,1504912.0,1560592.0,55680.0
4343,2015,PAK,ALG,REF,17.0,22.0,5.0
4345,2015,PAK,GAZ,REF,16.0,29.0,13.0
4348,2015,PAK,IRN,REF,56.0,42.0,-14.0
4349,2015,PAK,IRQ,REF,43.0,27.0,-16.0
4351,2015,PAK,MYA,REF,23.0,24.0,1.0
4352,2015,PAK,RUS,REF,7.0,7.0,0.0
4354,2015,PAK,SOM,REF,412.0,375.0,-37.0
4356,2015,PAK,SYR,REF,16.0,16.0,0.0
4357,2015,PAK,TUR,REF,7.0,6.0,-1.0
4359,2015,PAK,UZB,REF,7.0,7.0,0.0
4363,2015,PAN,BLR,REF,7.0,7.0,0.0
4366,2015,PAN,CMR,REF,8.0,8.0,0.0
4368,2015,PAN,COD,REF,5.0,5.0,0.0
4369,2015,PAN,COL,REF-like,14000.0,14000.0,0.0
4370,2015,PAN,COL,REF,1551.0,1593.0,42.0
4372,2015,PAN,CUB,REF,118.0,118.0,0.0
4373,2015,PAN,CUB,REF-like,1000.0,1000.0,0.0
4378,2015,PAN,GUA,REF,12.0,12.0,0.0
4379,2015,PAN,HAI,REF,16.0,16.0,0.0
4388,2015,PAN,NIC,REF,173.0,173.0,0.0
4389,2015,PAN,NIG,REF,10.0,10.0,0.0
4390,2015,PAN,PER,REF,23.0,23.0,0.0
4394,2015,PAN,SAL,REF,271.0,271.0,0.0
4401,2015,PAN,VEN,REF,27.0,28.0,1.0
4403,2015,PAR,BOL,REF,17.0,17.0,0.0
4405,2015,PAR,COL,REF,39.0,34.0,-5.0
4406,2015,PAR,CUB,REF,66.0,66.0,0.0
4409,2015,PAR,IRQ,REF,6.0,6.0,0.0
4411,2015,PAR,RUS,REF,8.0,8.0,0.0
4413,2015,PAR,SRV,REF,6.0,6.0,0.0
4414,2015,PAR,SYR,REF,7.0,30.0,23.0
4416,2015,PER,BGD,REF,12.0,16.0,4.0
4418,2015,PER,BOL,REF,7.0,7.0,0.0
4419,2015,PER,BSN,REF,5.0,5.0,0.0
4422,2015,PER,CMR,REF,0.0,0.0,0.0
4425,2015,PER,COL,REF,507.0,559.0,52.0
4426,2015,PER,CUB,REF,501.0,523.0,22.0
4428,2015,PER,DOM,REF,5.0,10.0,5.0
4433,2015,PER,GAZ,REF,27.0,31.0,4.0
4438,2015,PER,HAI,REF,24.0,27.0,3.0
4439,2015,PER,HUN,REF,6.0,6.0,0.0
4441,2015,PER,IRN,REF,10.0,10.0,0.0
4442,2015,PER,IRQ,REF,17.0,17.0,0.0
4448,2015,PER,NIG,REF,12.0,15.0,3.0
4453,2015,PER,RUS,REF,16.0,16.0,0.0
4458,2015,PER,SRB,REF,64.0,64.0,0.0
4461,2015,PER,SYR,REF,20.0,29.0,9.0
4466,2015,PER,VEN,REF,17.0,83.0,66.0
4468,2015,PHI,AFG,REF,5.0,5.0,0.0
4472,2015,PHI,CAM,REF,0.0,0.0,0.0
4475,2015,PHI,COD,REF,5.0,5.0,0.0
4478,2015,PHI,GAZ,REF,34.0,33.0,-1.0
4480,2015,PHI,ICO,REF,8.0,8.0,0.0
4481,2015,PHI,IRN,REF,47.0,48.0,1.0
4482,2015,PHI,IRQ,REF,21.0,25.0,4.0
4485,2015,PHI,LKA,REF,17.0,17.0,0.0
4486,2015,PHI,MYA,REF,6.0,6.0,0.0
4488,2015,PHI,PAK,REF,13.0,24.0,11.0
4490,2015,PHI,RWA,REF,7.0,12.0,5.0
4492,2015,PHI,SOM,REF,6.0,12.0,6.0
4496,2015,PHI,SYR,REF,19.0,36.0,17.0
4498,2015,PHI,UGA,REF,5.0,0.0,-5.0
4499,2015,PLW,ETH,REF,0.0,0.0,0.0
4501,2015,PNG,AFG,REF,27.0,27.0,0.0
4505,2015,PNG,INS,REF-like,4581.0,4581.0,0.0
4506,2015,PNG,INS,REF,4787.0,4787.0,0.0
4507,2015,PNG,IRN,REF,35.0,35.0,0.0
4508,2015,PNG,IRQ,REF,8.0,8.0,0.0
4509,2015,PNG,LKA,REF,0.0,0.0,0.0
4511,2015,PNG,PAK,REF,26.0,26.0,0.0
4512,2015,PNG,SOM,REF,6.0,6.0,0.0
4513,2015,PNG,STA,REF,15.0,15.0,0.0
4514,2015,PNG,SUD,REF,18.0,18.0,0.0
4517,2015,POL,AFG,REF,93.0,93.0,0.0
4519,2015,POL,ARE,REF,31.0,46.0,15.0
4520,2015,POL,ARM,REF,80.0,78.0,-2.0
4521,2015,POL,AZE,REF,11.0,8.0,-3.0
4522,2015,POL,BGD,REF,6.0,7.0,1.0
4524,2015,POL,BLR,REF,205.0,206.0,1.0
4525,2015,POL,BSN,REF,0.0,0.0,0.0
4528,2015,POL,CHI,REF,14.0,14.0,0.0
4529,2015,POL,CMR,REF,8.0,6.0,-2.0
4530,2015,POL,COB,REF,9.0,6.0,-3.0
4532,2015,POL,CUB,REF,9.0,17.0,8.0
4534,2015,POL,ERT,REF,19.0,28.0,9.0
4536,2015,POL,GAZ,REF,13.0,14.0,1.0
4537,2015,POL,GEO,REF,70.0,69.0,-1.0
4541,2015,POL,IRN,REF,18.0,20.0,2.0
4542,2015,POL,IRQ,REF,154.0,200.0,46.0
4544,2015,POL,KAZ,REF,49.0,51.0,2.0
4545,2015,POL,KEN,REF,5.0,5.0,0.0
4546,2015,POL,KGZ,REF,34.0,39.0,5.0
4550,2015,POL,LBY,REF,8.0,11.0,3.0
4552,2015,POL,LKA,REF,54.0,51.0,-3.0
4555,2015,POL,MNG,REF,19.0,19.0,0.0
4558,2015,POL,NEP,REF,9.0,7.0,-2.0
4559,2015,POL,NIG,REF,11.0,9.0,-2.0
4560,2015,POL,PAK,REF,18.0,14.0,-4.0
4563,2015,POL,RUS,REF,14277.0,12304.0,-1973.0
4567,2015,POL,SOM,REF,59.0,48.0,-11.0
4569,2015,POL,SRV,REF,15.0,15.0,0.0
4570,2015,POL,STA,REF,60.0,79.0,19.0
4572,2015,POL,SYR,REF,240.0,445.0,205.0
4574,2015,POL,TKM,REF,10.0,22.0,12.0
4577,2015,POL,TUR,REF,29.0,23.0,-6.0
4579,2015,POL,UKR,REF,35.0,41.0,6.0
4581,2015,POL,UZB,REF,12.0,12.0,0.0
4585,2015,POR,AFG,REF,10.0,10.0,0.0
4590,2015,POR,BLR,REF,19.0,19.0,0.0
4591,2015,POR,BSN,REF,11.0,11.0,0.0
4593,2015,POR,CMR,REF,8.0,8.0,0.0
4595,2015,POR,COD,REF,57.0,57.0,0.0
4596,2015,POR,COI,REF,18.0,18.0,0.0
4597,2015,POR,COL,REF,77.0,77.0,0.0
4598,2015,POR,CUB,REF,9.0,9.0,0.0
4599,2015,POR,ERT,REF,29.0,29.0,0.0
4602,2015,POR,GAZ,REF,5.0,5.0,0.0
4605,2015,POR,GNB,REF,13.0,13.0,0.0
4606,2015,POR,GUI,REF,86.0,86.0,0.0
4607,2015,POR,ICO,REF,27.0,27.0,0.0
4610,2015,POR,IRN,REF,19.0,19.0,0.0
4611,2015,POR,IRQ,REF,7.0,7.0,0.0
4613,2015,POR,KEN,REF,6.0,6.0,0.0
4615,2015,POR,LBY,REF,6.0,6.0,0.0
4616,2015,POR,LKA,REF,31.0,31.0,0.0
4619,2015,POR,MLI,REF,6.0,6.0,0.0
4624,2015,POR,NIG,REF,22.0,22.0,0.0
4625,2015,POR,PAK,REF,26.0,26.0,0.0
4628,2015,POR,RUS,REF,22.0,22.0,0.0
4631,2015,POR,SEN,REF,7.0,7.0,0.0
4632,2015,POR,SLE,REF,12.0,12.0,0.0
4633,2015,POR,SOM,REF,46.0,46.0,0.0
4637,2015,POR,SYR,REF,15.0,15.0,0.0
4641,2015,POR,UKR,REF,16.0,16.0,0.0
4643,2015,POR,VAR,REF,24.0,24.0,0.0
4646,2015,QAT,IRQ,REF,110.0,95.0,-15.0
4649,2015,QAT,SOM,REF,8.0,8.0,0.0
4650,2015,QAT,SYR,REF,14.0,14.0,0.0
4652,2015,ROM,AFG,REF,120.0,141.0,21.0
4653,2015,ROM,ALG,REF,5.0,5.0,0.0
4655,2015,ROM,ARE,REF,17.0,21.0,4.0
4661,2015,ROM,CAR,REF,6.0,8.0,2.0
4663,2015,ROM,CMR,REF,25.0,25.0,0.0
4664,2015,ROM,COB,REF,11.0,11.0,0.0
4665,2015,ROM,COD,REF,16.0,15.0,-1.0
4673,2015,ROM,GAZ,REF,35.0,35.0,0.0
4675,2015,ROM,GUI,REF,6.0,6.0,0.0
4679,2015,ROM,IRN,REF,65.0,69.0,4.0
4680,2015,ROM,IRQ,REF,323.0,345.0,22.0
4681,2015,ROM,JOR,REF,5.0,8.0,3.0
4691,2015,ROM,MYA,REF,44.0,43.0,-1.0
4692,2015,ROM,NIG,REF,5.0,6.0,1.0
4693,2015,ROM,PAK,REF,25.0,34.0,9.0
4696,2015,ROM,RWA,REF,7.0,8.0,1.0
4699,2015,ROM,SOM,REF,21.0,20.0,-1.0
4702,2015,ROM,STA,REF,55.0,63.0,8.0
4703,2015,ROM,SUD,REF,18.0,18.0,0.0
4704,2015,ROM,SYR,REF,1278.0,1591.0,313.0
4706,2015,ROM,TUR,REF,21.0,22.0,1.0
4707,2015,ROM,UKR,REF,13.0,37.0,24.0
4710,2015,ROM,ZIM,REF,5.0,5.0,0.0
4711,2015,RSA,AFG,REF,10.0,10.0,0.0
4715,2015,RSA,ANG,REF,3031.0,3042.0,11.0
4717,2015,RSA,BDI,REF,3653.0,3819.0,166.0
4719,2015,RSA,BGD,REF,849.0,861.0,12.0
4723,2015,RSA,BUL,REF,5.0,5.0,0.0
4725,2015,RSA,CAR,REF,8.0,8.0,0.0
4726,2015,RSA,CHD,REF,6.0,5.0,-1.0
4727,2015,RSA,CHI,REF,7.0,6.0,-1.0
4728,2015,RSA,CMR,REF,525.0,540.0,15.0
4729,2015,RSA,COB,REF,6035.0,6566.0,531.0
4730,2015,RSA,COD,REF,30125.0,32582.0,2457.0
4731,2015,RSA,COI,REF,5.0,5.0,0.0
4734,2015,RSA,ERT,REF,2219.0,2338.0,119.0
4735,2015,RSA,EST,REF,6.0,6.0,0.0
4736,2015,RSA,ETH,REF,18830.0,20324.0,1494.0
4739,2015,RSA,GAZ,REF,32.0,45.0,13.0
4741,2015,RSA,GHA,REF,16.0,16.0,0.0
4744,2015,RSA,ICO,REF,48.0,48.0,0.0
4745,2015,RSA,IND,REF,12.0,11.0,-1.0
4748,2015,RSA,IRQ,REF,26.0,26.0,0.0
4752,2015,RSA,KEN,REF,199.0,206.0,7.0
4753,2015,RSA,KGZ,REF,6.0,6.0,0.0
4754,2015,RSA,LBR,REF,85.0,86.0,1.0
4758,2015,RSA,LKA,REF,15.0,15.0,0.0
4760,2015,RSA,MLI,REF,6.0,6.0,0.0
4761,2015,RSA,MLW,REF,23.0,23.0,0.0
4762,2015,RSA,MOR,REF,6.0,6.0,0.0
4767,2015,RSA,NGR,REF,5.0,5.0,0.0
4768,2015,RSA,NIG,REF,17.0,9.0,-8.0
4770,2015,RSA,PAK,REF,37.0,37.0,0.0
4772,2015,RSA,RUS,REF,13.0,13.0,0.0
4773,2015,RSA,RWA,REF,1814.0,1881.0,67.0
4776,2015,RSA,SLE,REF,31.0,32.0,1.0
4777,2015,RSA,SOL,REF,12.0,10.0,-2.0
4778,2015,RSA,SOM,REF,40133.0,41458.0,1325.0
4781,2015,RSA,SUD,REF,183.0,192.0,9.0
4782,2015,RSA,SWA,REF,12.0,10.0,-2.0
4784,2015,RSA,SYR,REF,28.0,31.0,3.0
4785,2015,RSA,TAN,REF,50.0,50.0,0.0
4787,2015,RSA,TOG,REF,8.0,12.0,4.0
4789,2015,RSA,UGA,REF,696.0,729.0,33.0
4790,2015,RSA,UKR,REF,8.0,8.0,0.0
4791,2015,RSA,VAR,REF,6.0,26.0,20.0
4793,2015,RSA,ZAM,REF,85.0,90.0,5.0
4794,2015,RSA,ZIM,REF,6217.0,6358.0,141.0
4795,2015,RUS,AFG,REF,1104.0,945.0,-159.0
4796,2015,RUS,ANG,REF,0.0,9.0,9.0
4797,2015,RUS,ARE,REF,23.0,11.0,-12.0
4799,2015,RUS,AZE,REF,11.0,18.0,7.0
